Date,Model,Region,Country,Dealer,Units_Sold,Price_USD,Revenue,Customer_Type,Segment,Fuel_Type,Color
2023-12-19,SLS AMG,USA,USA,LA Motors,3,239045,717135,Returning,Supercar,Petrol,Red
2024-02-15,AMG G 63,USA,USA,Hamburg Auto,4,190244,760976,Returning,SUV,Petrol,Red
2024-04-13,AMG G 63,USA,USA,Chicago Auto,3,217238,651714,New,SUV,Hybrid,Red
2023-03-11,AMG G 63,Europe,Italy,Mumbai Wheels,3,221967,665901,New,SUV,Petrol,Blue
2023-10-14,SLS AMG,Europe,Germany,Berlin Auto,4,250204,1000816,Returning,Supercar,Petrol,Blue
2024-09-18,SLS AMG,Europe,France,London Cars,2,283015,566030,Returning,Supercar,Petrol,Black
2023-10-24,AMG GT 63,Europe,Italy,Mumbai Wheels,4,192000,768000,New,Sedan,Petrol,Silver
2024-04-22,AMG G 63,USA,USA,London Cars,4,198682,794728,New,SUV,Hybrid,Silver
2023-12-23,CLS 63,USA,USA,Chicago Auto,2,90961,181922,New,Sedan,Petrol,Silver
2024-12-15,AMG G 63,Asia,Singapore,Rome Motors,2,204677,409354,Returning,SUV,Petrol,Silver
2024-01-02,CLS 63,Asia,Singapore,Berlin Auto,3,89172,267516,New,Sedan,Hybrid,Silver
2023-06-07,AMG GT 63,Asia,Singapore,Berlin Auto,5,190892,954460,New,Sedan,Petrol,White
2024-07-16,AMG G 63,Asia,UAE,NY Motors,3,203094,609282,Returning,SUV,Petrol,White
2023-03-01,AMG GT 63,Europe,France,Chicago Auto,4,163804,655216,Returning,Sedan,Petrol,White
2023-04-11,AMG GT 63,Asia,India,Chicago Auto,5,168041,840205,New,Sedan,Petrol,White
2023-08-04,AMG GT 63,Asia,Singapore,Tokyo Motors,3,171272,513816,Returning,Sedan,Hybrid,Silver
2023-05-26,AMG GT 63,USA,USA,Berlin Auto,2,190181,380362,New,Sedan,Hybrid,Black
2024-03-10,SLS AMG,Europe,Italy,NY Motors,4,239864,959456,New,Supercar,Petrol,Red
2024-04-17,AMG G 63,Europe,UK,Rome Motors,2,196395,392790,Returning,SUV,Hybrid,White
2024-02-14,AMG G 63,Europe,Germany,Houston Wheels,3,201988,605964,Returning,SUV,Petrol,Red
2024-02-03,SLS AMG,Asia,India,Berlin Auto,3,281386,844158,Returning,Supercar,Petrol,White
2023-05-25,AMG G 63,Asia,Japan,Mumbai Wheels,4,215740,862960,New,SUV,Petrol,Black
2024-01-06,SLS AMG,Europe,UK,Tokyo Motors,4,253365,1013460,Returning,Supercar,Petrol,Black
2023-12-25,SLS AMG,Asia,India,Delhi Motors,5,242795,1213975,Returning,Supercar,Hybrid,Red
2024-03-30,AMG GT 63,Asia,Singapore,NY Motors,3,193148,579444,New,Sedan,Petrol,Blue
2023-04-11,AMG G 63,Europe,Italy,Tokyo Motors,2,215746,431492,New,SUV,Petrol,Black
2023-12-30,SLS AMG,Asia,Singapore,Tokyo Motors,4,269312,1077248,New,Supercar,Hybrid,Black
2023-09-13,AMG GT 63,Europe,UK,Chicago Auto,5,187548,937740,Returning,Sedan,Petrol,White
2023-04-09,AMG G 63,Asia,Japan,Berlin Auto,3,218271,654813,Returning,SUV,Petrol,White
2023-06-04,AMG GT 63,Europe,UK,Singapore Auto,1,171966,171966,Returning,Sedan,Petrol,Silver
2024-02-05,AMG G 63,Europe,UK,Delhi Motors,4,191813,767252,Returning,SUV,Hybrid,White
2024-12-30,AMG GT 63,Europe,Italy,Mumbai Wheels,3,181253,543759,Returning,Sedan,Hybrid,Red
2023-11-16,SLS AMG,Europe,Italy,Chicago Auto,5,284561,1422805,Returning,Supercar,Petrol,Red
2023-07-04,SLS AMG,Asia,Japan,Rome Motors,2,254450,508900,Returning,Supercar,Petrol,Red
2024-02-16,AMG G 63,Europe,Italy,Dubai Luxury,5,189008,945040,New,SUV,Petrol,White
2024-01-22,SLS AMG,USA,USA,Delhi Motors,3,247617,742851,Returning,Supercar,Petrol,Red
2024-01-25,AMG G 63,Asia,Singapore,Berlin Auto,1,222864,222864,Returning,SUV,Petrol,Red
2023-01-02,CLS 63,Europe,France,Dubai Luxury,3,99539,298617,Returning,Sedan,Petrol,Red
2024-07-18,SLS AMG,USA,USA,Hamburg Auto,1,240477,240477,New,Supercar,Petrol,Black
2023-05-31,AMG G 63,Europe,Italy,LA Motors,4,190356,761424,New,SUV,Petrol,White
2023-03-06,CLS 63,USA,USA,Tokyo Motors,5,96768,483840,Returning,Sedan,Petrol,Silver
2024-12-09,AMG G 63,USA,USA,Tokyo Motors,5,221700,1108500,Returning,SUV,Petrol,Silver
2023-03-10,AMG G 63,Europe,UK,Tokyo Motors,4,229445,917780,New,SUV,Petrol,Black
2024-12-31,AMG G 63,Europe,UK,Dubai Luxury,1,198835,198835,Returning,SUV,Petrol,White
2023-04-15,AMG GT 63,Europe,Italy,Tokyo Motors,1,197699,197699,Returning,Sedan,Petrol,Red
2023-10-21,AMG G 63,Asia,India,Tokyo Motors,5,209247,1046235,Returning,SUV,Petrol,Silver
2024-02-07,AMG GT 63,Europe,Italy,Hamburg Auto,4,193373,773492,New,Sedan,Petrol,Silver
2023-02-17,CLS 63,USA,USA,Dubai Luxury,3,88054,264162,Returning,Sedan,Petrol,Red
2023-08-17,AMG GT 63,Europe,Germany,LA Motors,1,171408,171408,Returning,Sedan,Petrol,Silver
2024-08-09,AMG GT 63,USA,USA,Singapore Auto,5,163711,818555,New,Sedan,Petrol,Red
2024-02-08,SLS AMG,Europe,UK,LA Motors,4,234682,938728,Returning,Supercar,Hybrid,White
2023-12-22,SLS AMG,USA,USA,Tokyo Motors,1,264967,264967,New,Supercar,Petrol,Silver
2023-02-21,CLS 63,Europe,France,Singapore Auto,3,92844,278532,New,Sedan,Petrol,Black
2024-04-03,AMG G 63,Asia,Japan,Chicago Auto,1,224986,224986,New,SUV,Petrol,Silver
2023-06-21,AMG GT 63,USA,USA,Singapore Auto,2,196272,392544,New,Sedan,Petrol,Blue
2024-03-15,AMG GT 63,Europe,France,Mumbai Wheels,5,164919,824595,New,Sedan,Petrol,White
2023-06-17,AMG GT 63,Europe,France,Singapore Auto,2,163219,326438,Returning,Sedan,Petrol,Black
2024-06-17,AMG G 63,USA,USA,London Cars,1,198640,198640,Returning,SUV,Petrol,Blue
2023-02-22,CLS 63,USA,USA,Hamburg Auto,2,96751,193502,Returning,Sedan,Petrol,Black
2023-07-27,CLS 63,Europe,UK,NY Motors,4,92562,370248,Returning,Sedan,Hybrid,Black
2023-09-16,CLS 63,Europe,Germany,Dubai Luxury,1,101167,101167,New,Sedan,Petrol,Black
2024-03-30,SLS AMG,USA,USA,Houston Wheels,4,241032,964128,Returning,Supercar,Petrol,Black
2024-06-13,AMG GT 63,Europe,Italy,London Cars,1,194845,194845,New,Sedan,Petrol,Blue
2024-09-05,CLS 63,Europe,UK,Tokyo Motors,3,92109,276327,New,Sedan,Hybrid,Blue
2023-07-05,AMG G 63,Europe,France,NY Motors,1,211623,211623,Returning,SUV,Hybrid,White
2024-09-30,AMG G 63,Asia,UAE,Mumbai Wheels,1,193214,193214,New,SUV,Hybrid,White
2024-12-31,SLS AMG,Asia,India,LA Motors,3,278499,835497,Returning,Supercar,Petrol,Black
2024-04-24,CLS 63,Europe,UK,London Cars,3,87389,262167,Returning,Sedan,Petrol,Black
2023-06-16,SLS AMG,USA,USA,NY Motors,4,242730,970920,Returning,Supercar,Hybrid,Blue
2024-12-01,AMG GT 63,Asia,Singapore,Paris Auto,5,176351,881755,Returning,Sedan,Petrol,Silver
2024-04-15,SLS AMG,Europe,Italy,Dubai Luxury,2,265865,531730,Returning,Supercar,Petrol,Black
2024-05-13,AMG GT 63,Europe,Germany,Hamburg Auto,3,194052,582156,New,Sedan,Petrol,Red
2024-10-28,CLS 63,USA,USA,LA Motors,2,89514,179028,New,Sedan,Petrol,Red
2024-05-01,AMG GT 63,Europe,Germany,LA Motors,1,182797,182797,Returning,Sedan,Petrol,Red
2023-10-20,CLS 63,USA,USA,Singapore Auto,3,85914,257742,New,Sedan,Petrol,Red
2024-01-24,CLS 63,Asia,Singapore,NY Motors,4,99063,396252,New,Sedan,Petrol,Silver
2023-11-15,AMG GT 63,Asia,Singapore,Mumbai Wheels,3,172128,516384,New,Sedan,Petrol,Blue
2024-08-05,SLS AMG,Asia,UAE,LA Motors,2,245442,490884,New,Supercar,Petrol,Red
2023-04-05,CLS 63,Europe,Italy,Hamburg Auto,5,89811,449055,Returning,Sedan,Petrol,White
2023-09-05,AMG G 63,USA,USA,Chicago Auto,3,190709,572127,New,SUV,Hybrid,Blue
2023-04-25,CLS 63,Asia,Singapore,Singapore Auto,2,89100,178200,Returning,Sedan,Petrol,Silver
2023-05-07,AMG G 63,USA,USA,Berlin Auto,5,206966,1034830,Returning,SUV,Petrol,Silver
2024-09-14,AMG GT 63,Asia,Singapore,NY Motors,1,196117,196117,Returning,Sedan,Petrol,Blue
2023-11-10,AMG GT 63,USA,USA,NY Motors,1,187957,187957,New,Sedan,Petrol,White
2024-07-26,AMG G 63,Europe,Germany,Delhi Motors,3,227696,683088,New,SUV,Petrol,Silver
2024-05-23,AMG G 63,Europe,France,Delhi Motors,2,192228,384456,New,SUV,Petrol,Red
2024-05-09,SLS AMG,USA,USA,Delhi Motors,4,275449,1101796,Returning,Supercar,Petrol,White
2024-01-02,SLS AMG,Europe,Italy,LA Motors,2,254413,508826,Returning,Supercar,Petrol,White
2023-07-28,SLS AMG,USA,USA,London Cars,1,269210,269210,New,Supercar,Petrol,Black
2023-01-26,AMG GT 63,Europe,UK,Tokyo Motors,4,192819,771276,Returning,Sedan,Petrol,White
2023-10-07,SLS AMG,Europe,France,NY Motors,3,240665,721995,New,Supercar,Petrol,Silver
2023-07-08,CLS 63,USA,USA,Dubai Luxury,2,86296,172592,Returning,Sedan,Petrol,White
2024-06-08,SLS AMG,Asia,Japan,Hamburg Auto,5,245650,1228250,Returning,Supercar,Petrol,Red
2023-10-17,SLS AMG,USA,USA,Hamburg Auto,2,260790,521580,Returning,Supercar,Petrol,Silver
2024-07-12,SLS AMG,Asia,UAE,London Cars,4,241581,966324,New,Supercar,Petrol,Black
2023-04-08,CLS 63,Asia,Japan,Dubai Luxury,5,101686,508430,New,Sedan,Petrol,Red
2024-10-07,AMG G 63,Asia,UAE,Berlin Auto,2,200782,401564,Returning,SUV,Petrol,Blue
2024-05-26,CLS 63,USA,USA,Rome Motors,1,88631,88631,New,Sedan,Petrol,Black
2024-08-06,CLS 63,Asia,UAE,Berlin Auto,1,92918,92918,New,Sedan,Petrol,Blue
2023-06-15,AMG GT 63,Asia,UAE,Singapore Auto,1,166370,166370,Returning,Sedan,Petrol,White
2023-11-04,SLS AMG,Asia,UAE,Mumbai Wheels,4,265296,1061184,Returning,Supercar,Hybrid,Blue
2024-10-19,SLS AMG,Asia,Japan,Houston Wheels,4,273012,1092048,Returning,Supercar,Petrol,Blue
2024-06-22,CLS 63,USA,USA,Dubai Luxury,5,100656,503280,New,Sedan,Petrol,White
2023-07-04,CLS 63,Asia,India,Chicago Auto,5,91104,455520,Returning,Sedan,Petrol,Black
2023-10-01,SLS AMG,Asia,India,Berlin Auto,4,278505,1114020,Returning,Supercar,Petrol,Red
2024-10-16,CLS 63,Asia,India,Houston Wheels,1,89225,89225,Returning,Sedan,Petrol,Red
2023-05-08,AMG G 63,Asia,Singapore,Singapore Auto,3,218055,654165,Returning,SUV,Petrol,Blue
2023-07-16,AMG G 63,Europe,Italy,Hamburg Auto,2,219337,438674,New,SUV,Petrol,Blue
2024-09-04,AMG G 63,Europe,France,Hamburg Auto,1,193617,193617,New,SUV,Petrol,Red
2024-10-27,AMG G 63,Europe,France,Rome Motors,4,206844,827376,New,SUV,Petrol,Black
2024-11-28,AMG GT 63,Asia,Japan,Tokyo Motors,3,189238,567714,New,Sedan,Petrol,Black
2024-07-25,AMG GT 63,Asia,Singapore,NY Motors,2,169003,338006,New,Sedan,Petrol,White
2023-03-11,AMG GT 63,USA,USA,LA Motors,1,188633,188633,New,Sedan,Petrol,Silver
2024-02-15,AMG G 63,USA,USA,NY Motors,3,207612,622836,Returning,SUV,Petrol,White
2023-01-19,CLS 63,USA,USA,Chicago Auto,3,86380,259140,New,Sedan,Petrol,Silver
2023-12-25,AMG GT 63,Asia,India,Chicago Auto,2,176282,352564,New,Sedan,Petrol,White
2024-01-22,AMG GT 63,USA,USA,Tokyo Motors,5,177352,886760,Returning,Sedan,Petrol,Black
2023-08-28,CLS 63,USA,USA,Houston Wheels,1,88308,88308,New,Sedan,Petrol,Blue
2024-04-19,AMG GT 63,Asia,Singapore,Tokyo Motors,3,169872,509616,New,Sedan,Hybrid,Black
2023-12-18,AMG G 63,USA,USA,Tokyo Motors,3,197129,591387,New,SUV,Petrol,Black
2024-03-13,CLS 63,Asia,India,Paris Auto,5,89201,446005,Returning,Sedan,Petrol,Red
2023-08-12,CLS 63,Asia,Singapore,Paris Auto,5,88348,441740,New,Sedan,Petrol,Red
2023-07-03,CLS 63,USA,USA,Mumbai Wheels,5,90405,452025,Returning,Sedan,Petrol,Red
2024-10-09,AMG G 63,USA,USA,Houston Wheels,5,200372,1001860,New,SUV,Petrol,Red
2024-07-17,SLS AMG,Asia,UAE,Delhi Motors,4,273073,1092292,Returning,Supercar,Petrol,White
2023-10-04,SLS AMG,Asia,Japan,Paris Auto,2,273573,547146,Returning,Supercar,Hybrid,White
2024-06-25,CLS 63,Europe,UK,Singapore Auto,1,86956,86956,Returning,Sedan,Hybrid,Blue
2023-06-09,AMG G 63,USA,USA,Paris Auto,2,211108,422216,New,SUV,Petrol,Red
2023-08-21,AMG G 63,Asia,India,Chicago Auto,4,213874,855496,Returning,SUV,Petrol,Red
2023-06-13,AMG G 63,Europe,Italy,NY Motors,5,205745,1028725,Returning,SUV,Petrol,Silver
2024-11-12,SLS AMG,Europe,UK,Mumbai Wheels,1,240747,240747,Returning,Supercar,Petrol,Black
2023-12-08,AMG GT 63,Europe,Italy,Dubai Luxury,1,183049,183049,New,Sedan,Petrol,White
2023-12-23,AMG GT 63,USA,USA,Hamburg Auto,2,163195,326390,New,Sedan,Petrol,Black
2024-03-25,AMG G 63,Europe,Italy,Delhi Motors,1,202429,202429,New,SUV,Petrol,Blue
2024-05-24,AMG G 63,USA,USA,Chicago Auto,5,211751,1058755,New,SUV,Petrol,Red
2024-08-24,AMG G 63,USA,USA,Singapore Auto,3,191523,574569,Returning,SUV,Petrol,Silver
2024-09-01,CLS 63,USA,USA,Paris Auto,5,98550,492750,New,Sedan,Hybrid,Blue
2023-12-27,CLS 63,USA,USA,Rome Motors,2,91685,183370,New,Sedan,Petrol,Blue
2023-04-24,CLS 63,Europe,UK,Hamburg Auto,4,86195,344780,New,Sedan,Petrol,Red
2024-11-09,AMG G 63,Europe,Germany,Tokyo Motors,2,212894,425788,Returning,SUV,Petrol,Blue
2023-09-23,AMG G 63,USA,USA,Chicago Auto,2,201444,402888,Returning,SUV,Petrol,Red
2023-04-26,AMG GT 63,Europe,Italy,Tokyo Motors,3,186073,558219,New,Sedan,Petrol,White
2024-05-06,AMG G 63,Europe,Italy,Dubai Luxury,3,204109,612327,Returning,SUV,Petrol,Black
2023-08-02,AMG G 63,USA,USA,London Cars,5,193404,967020,Returning,SUV,Petrol,Red
2023-03-25,AMG G 63,Europe,France,Berlin Auto,5,200775,1003875,Returning,SUV,Petrol,Black
2023-06-01,SLS AMG,Europe,France,Paris Auto,5,265710,1328550,Returning,Supercar,Petrol,Red
2023-06-01,AMG G 63,USA,USA,Tokyo Motors,2,203940,407880,Returning,SUV,Hybrid,White
2024-02-13,AMG GT 63,Europe,Germany,Dubai Luxury,2,164142,328284,New,Sedan,Petrol,White
2024-07-24,AMG G 63,Europe,Italy,Hamburg Auto,1,219185,219185,New,SUV,Petrol,Red
2023-03-25,SLS AMG,Europe,Italy,London Cars,5,276919,1384595,New,Supercar,Petrol,White
2024-11-10,AMG GT 63,Europe,France,Chicago Auto,4,188345,753380,New,Sedan,Hybrid,Silver
2024-12-13,AMG GT 63,Europe,Italy,Singapore Auto,5,181720,908600,Returning,Sedan,Petrol,Red
2023-02-02,SLS AMG,Asia,Japan,NY Motors,4,235783,943132,New,Supercar,Petrol,White
2024-06-04,SLS AMG,Asia,UAE,Mumbai Wheels,3,273732,821196,New,Supercar,Petrol,Black
2023-01-21,AMG G 63,Europe,France,Delhi Motors,1,216960,216960,New,SUV,Petrol,Red
2023-08-21,AMG G 63,Europe,France,Rome Motors,4,230701,922804,Returning,SUV,Petrol,Silver
2023-10-10,AMG G 63,USA,USA,Hamburg Auto,1,224409,224409,New,SUV,Petrol,Red
2023-03-23,AMG GT 63,Europe,UK,Berlin Auto,2,169081,338162,Returning,Sedan,Petrol,Black
2024-05-28,SLS AMG,Asia,UAE,Hamburg Auto,4,250567,1002268,New,Supercar,Petrol,Silver
2023-04-26,AMG GT 63,USA,USA,Dubai Luxury,5,189193,945965,Returning,Sedan,Petrol,Silver
2024-02-13,CLS 63,Europe,UK,Dubai Luxury,1,103485,103485,New,Sedan,Petrol,Red
2024-04-09,AMG G 63,Asia,Japan,Houston Wheels,2,190668,381336,New,SUV,Petrol,White
2023-10-29,AMG G 63,USA,USA,Rome Motors,5,204513,1022565,Returning,SUV,Petrol,White
2023-07-06,SLS AMG,USA,USA,Dubai Luxury,2,272630,545260,Returning,Supercar,Petrol,Blue
2023-11-01,SLS AMG,Asia,India,Paris Auto,5,238790,1193950,New,Supercar,Hybrid,White
2023-08-14,SLS AMG,Asia,UAE,Paris Auto,3,260342,781026,New,Supercar,Petrol,Red
2023-06-02,AMG GT 63,Europe,Italy,Paris Auto,5,174374,871870,New,Sedan,Petrol,Blue
2024-03-22,AMG GT 63,Europe,France,Hamburg Auto,1,196469,196469,New,Sedan,Hybrid,Black
2023-03-25,CLS 63,Asia,UAE,Dubai Luxury,3,102043,306129,New,Sedan,Petrol,Silver
2023-03-28,AMG GT 63,Asia,Singapore,Chicago Auto,2,163454,326908,Returning,Sedan,Petrol,Black
2023-11-25,AMG G 63,Europe,Germany,Singapore Auto,2,208856,417712,New,SUV,Petrol,Red
2024-12-28,SLS AMG,Asia,UAE,Singapore Auto,5,259504,1297520,Returning,Supercar,Hybrid,Black
2024-11-09,AMG GT 63,Europe,UK,Mumbai Wheels,2,177431,354862,Returning,Sedan,Petrol,Blue
2024-12-26,CLS 63,Asia,UAE,Rome Motors,3,89378,268134,Returning,Sedan,Petrol,Silver
2024-05-15,AMG G 63,Europe,UK,Berlin Auto,2,199551,399102,New,SUV,Petrol,Black
2024-07-31,AMG GT 63,USA,USA,Dubai Luxury,5,191198,955990,Returning,Sedan,Petrol,Blue
2023-08-07,CLS 63,Asia,UAE,Berlin Auto,5,95243,476215,Returning,Sedan,Petrol,Black
2023-10-26,CLS 63,Europe,France,Berlin Auto,1,103794,103794,Returning,Sedan,Petrol,Silver
2023-11-13,SLS AMG,USA,USA,Singapore Auto,5,277570,1387850,New,Supercar,Petrol,Black
2024-11-30,CLS 63,Europe,Germany,Hamburg Auto,2,98134,196268,Returning,Sedan,Petrol,White
2024-09-16,AMG GT 63,Europe,Germany,Tokyo Motors,1,179771,179771,Returning,Sedan,Petrol,Black
2023-08-06,SLS AMG,USA,USA,Tokyo Motors,1,245425,245425,Returning,Supercar,Petrol,White
2024-02-14,AMG GT 63,Asia,India,Delhi Motors,1,167315,167315,New,Sedan,Petrol,Blue
2024-10-15,AMG G 63,Asia,India,Singapore Auto,5,206880,1034400,Returning,SUV,Petrol,White
2024-07-31,AMG GT 63,Asia,Japan,Berlin Auto,2,179918,359836,New,Sedan,Petrol,White
2024-05-02,SLS AMG,Europe,Italy,Mumbai Wheels,3,238045,714135,New,Supercar,Hybrid,White
2024-09-15,AMG G 63,Asia,India,NY Motors,2,217724,435448,Returning,SUV,Petrol,White
2024-09-19,AMG G 63,USA,USA,Dubai Luxury,4,196200,784800,New,SUV,Hybrid,Black
2023-01-07,CLS 63,USA,USA,Paris Auto,5,100426,502130,New,Sedan,Petrol,Black
2023-05-22,CLS 63,Europe,UK,London Cars,3,90660,271980,Returning,Sedan,Hybrid,Blue
2023-08-23,AMG GT 63,Asia,Singapore,Mumbai Wheels,5,187429,937145,Returning,Sedan,Petrol,White
2024-02-16,AMG GT 63,Asia,India,Dubai Luxury,4,191303,765212,New,Sedan,Petrol,Black
2024-06-24,CLS 63,Europe,Italy,Singapore Auto,3,101459,304377,New,Sedan,Petrol,Red
2024-03-06,AMG G 63,USA,USA,Tokyo Motors,1,226861,226861,New,SUV,Petrol,Red
2024-07-07,SLS AMG,Asia,UAE,Singapore Auto,3,246361,739083,New,Supercar,Petrol,Red
2023-04-10,SLS AMG,Europe,France,Mumbai Wheels,4,282538,1130152,Returning,Supercar,Petrol,Silver
2023-11-05,CLS 63,Asia,Japan,Mumbai Wheels,4,96739,386956,Returning,Sedan,Hybrid,White
2024-02-09,AMG G 63,Asia,India,Paris Auto,3,205175,615525,New,SUV,Petrol,White
2024-04-18,CLS 63,Europe,Germany,LA Motors,5,98055,490275,Returning,Sedan,Hybrid,White
2024-04-03,CLS 63,Asia,UAE,Dubai Luxury,3,91743,275229,New,Sedan,Petrol,Silver
2024-06-07,AMG GT 63,Europe,France,London Cars,5,194795,973975,Returning,Sedan,Petrol,Silver
2024-10-10,SLS AMG,Asia,Singapore,Hamburg Auto,2,269527,539054,New,Supercar,Petrol,Black
2024-05-23,AMG G 63,Asia,Japan,London Cars,5,218529,1092645,New,SUV,Petrol,Silver
2023-06-06,CLS 63,Europe,France,Tokyo Motors,3,103806,311418,New,Sedan,Hybrid,Black
2024-03-13,AMG G 63,Europe,UK,NY Motors,4,193876,775504,New,SUV,Petrol,Black
2023-05-16,CLS 63,Europe,UK,Delhi Motors,3,103875,311625,New,Sedan,Hybrid,Blue
2024-11-20,SLS AMG,USA,USA,Paris Auto,4,235915,943660,Returning,Supercar,Petrol,Red
2023-06-10,SLS AMG,USA,USA,LA Motors,5,237859,1189295,New,Supercar,Petrol,Blue
2024-12-01,AMG GT 63,Asia,Japan,Houston Wheels,1,172434,172434,Returning,Sedan,Petrol,White
2023-12-18,SLS AMG,USA,USA,NY Motors,5,265917,1329585,Returning,Supercar,Petrol,White
2023-09-07,SLS AMG,Europe,UK,Dubai Luxury,5,277167,1385835,New,Supercar,Petrol,Black
2023-05-26,AMG GT 63,USA,USA,LA Motors,4,162837,651348,New,Sedan,Hybrid,Red
2023-08-31,SLS AMG,USA,USA,Tokyo Motors,5,263266,1316330,Returning,Supercar,Petrol,Black
2023-12-18,SLS AMG,Europe,UK,NY Motors,1,248517,248517,New,Supercar,Petrol,Blue
2024-11-29,AMG GT 63,Europe,UK,Houston Wheels,4,192025,768100,New,Sedan,Petrol,White
2023-08-21,CLS 63,USA,USA,Mumbai Wheels,5,96279,481395,Returning,Sedan,Petrol,Blue
2023-03-13,SLS AMG,Europe,France,NY Motors,3,268041,804123,Returning,Supercar,Hybrid,Silver
2024-12-05,AMG GT 63,USA,USA,Tokyo Motors,4,188149,752596,Returning,Sedan,Hybrid,Black
2024-08-26,AMG G 63,Asia,UAE,Dubai Luxury,1,203026,203026,Returning,SUV,Petrol,Red
2024-03-26,AMG GT 63,Europe,UK,Mumbai Wheels,5,184427,922135,Returning,Sedan,Petrol,Black
2023-11-25,SLS AMG,Europe,Germany,Houston Wheels,5,246825,1234125,Returning,Supercar,Petrol,White
2023-07-08,CLS 63,Europe,UK,Dubai Luxury,1,97559,97559,Returning,Sedan,Petrol,Black
2024-06-18,AMG G 63,Europe,Italy,London Cars,4,194597,778388,New,SUV,Petrol,Black
2023-07-04,AMG GT 63,USA,USA,Houston Wheels,5,197003,985015,Returning,Sedan,Petrol,Blue
2024-08-26,AMG GT 63,Europe,Germany,Dubai Luxury,3,190569,571707,Returning,Sedan,Petrol,Red
2024-12-12,SLS AMG,Europe,Italy,LA Motors,5,244228,1221140,Returning,Supercar,Petrol,Black
2023-04-19,CLS 63,Asia,Japan,LA Motors,1,85611,85611,Returning,Sedan,Petrol,Blue
2024-09-01,AMG GT 63,Europe,Germany,LA Motors,4,181809,727236,Returning,Sedan,Hybrid,White
2023-01-31,AMG GT 63,USA,USA,Berlin Auto,3,176643,529929,Returning,Sedan,Petrol,Blue
2023-06-17,CLS 63,USA,USA,Rome Motors,2,98826,197652,Returning,Sedan,Petrol,Blue
2024-10-22,CLS 63,Asia,India,Rome Motors,5,99344,496720,New,Sedan,Petrol,Blue
2024-08-22,SLS AMG,Europe,France,Chicago Auto,5,277505,1387525,Returning,Supercar,Petrol,Black
2023-07-28,SLS AMG,Europe,Germany,Rome Motors,4,266473,1065892,New,Supercar,Petrol,White
2023-05-16,AMG G 63,USA,USA,Mumbai Wheels,4,225015,900060,Returning,SUV,Hybrid,Black
2024-07-09,AMG G 63,Asia,Singapore,Mumbai Wheels,3,202562,607686,Returning,SUV,Petrol,Blue
2024-01-02,AMG G 63,Asia,UAE,London Cars,4,192432,769728,New,SUV,Petrol,Silver
2023-12-08,SLS AMG,USA,USA,Paris Auto,1,256045,256045,New,Supercar,Petrol,White
2024-07-10,AMG G 63,Asia,Singapore,Berlin Auto,5,227108,1135540,New,SUV,Petrol,White
2024-08-07,AMG GT 63,Europe,France,Houston Wheels,1,165776,165776,Returning,Sedan,Petrol,Silver
2024-05-04,AMG G 63,Asia,Singapore,Dubai Luxury,5,202120,1010600,Returning,SUV,Hybrid,Black
2023-05-02,AMG GT 63,Europe,Germany,Houston Wheels,4,173528,694112,Returning,Sedan,Petrol,Black
2024-05-10,AMG G 63,USA,USA,Rome Motors,1,223073,223073,New,SUV,Hybrid,Black
2023-05-24,SLS AMG,Europe,UK,Rome Motors,1,238148,238148,New,Supercar,Petrol,Silver
2024-04-03,SLS AMG,Asia,Singapore,Houston Wheels,3,270377,811131,Returning,Supercar,Petrol,Blue
2024-06-06,AMG GT 63,Europe,Germany,LA Motors,5,196339,981695,Returning,Sedan,Petrol,Black
2023-10-19,AMG GT 63,USA,USA,Chicago Auto,2,191516,383032,Returning,Sedan,Petrol,Black
2023-02-12,CLS 63,Europe,Germany,Delhi Motors,1,102975,102975,New,Sedan,Petrol,White
2023-03-25,AMG GT 63,Europe,Italy,NY Motors,5,189125,945625,Returning,Sedan,Petrol,Silver
2023-09-17,AMG G 63,Asia,Japan,Dubai Luxury,1,199035,199035,New,SUV,Petrol,Red
2023-10-31,SLS AMG,Asia,Japan,Delhi Motors,2,236328,472656,Returning,Supercar,Petrol,Blue
2023-05-22,SLS AMG,Asia,Japan,Tokyo Motors,5,249891,1249455,Returning,Supercar,Petrol,Silver
2024-03-24,SLS AMG,USA,USA,Rome Motors,3,247260,741780,Returning,Supercar,Petrol,Black
2024-03-25,AMG G 63,Europe,Italy,London Cars,5,220442,1102210,Returning,SUV,Petrol,Black
2023-07-22,CLS 63,Asia,Singapore,Dubai Luxury,2,88528,177056,New,Sedan,Petrol,White
2024-09-28,AMG GT 63,Europe,Germany,Tokyo Motors,5,180185,900925,Returning,Sedan,Petrol,Red
2024-02-10,SLS AMG,USA,USA,Hamburg Auto,1,254164,254164,Returning,Supercar,Petrol,Black
2024-03-21,CLS 63,Europe,Italy,Paris Auto,3,103020,309060,New,Sedan,Petrol,Blue
2023-04-13,SLS AMG,Asia,Japan,Singapore Auto,3,239314,717942,Returning,Supercar,Petrol,Red
2023-04-03,CLS 63,Europe,UK,Rome Motors,4,103416,413664,New,Sedan,Petrol,Blue
2024-06-15,CLS 63,Asia,UAE,LA Motors,4,88848,355392,Returning,Sedan,Petrol,Black
2024-06-08,CLS 63,USA,USA,London Cars,4,96379,385516,Returning,Sedan,Petrol,Black
2024-05-29,CLS 63,USA,USA,Mumbai Wheels,4,95691,382764,New,Sedan,Petrol,Red
